G# in CRIM_Mass_0008_4, m. 100, b. 4.0
G# in CRIM_Mass_0021_2, m. 65, b. 4.0
G# in CRIM_Mass_0021_2, m. 69, b. 2.0
G# in CRIM_Mass_0021_2, m. 69, b. 3.0
G# in CRIM_Mass_0021_2, m. 88, b. 3.5
G# in CRIM_Mass_0021_2, m. 88, b. 4.0
G# in CRIM_Mass_0021_2, m. 99, b. 2.0
G# in CRIM_Mass_0021_2, m. 104, b. 2.0
G# in CRIM_Mass_0021_2, m. 62, b. 1.5
G# in CRIM_Mass_0021_2, m. 62, b. 2.0
G# in CRIM_Mass_0021_2, m. 96, b. 2.0
G# in CRIM_Mass_0021_2, m. 96, b. 3.0
G# in CRIM_Mass_0021_2, m. 101, b. 4.0
G# in CRIM_Mass_0021_2, m. 118, b. 1.0
G# in CRIM_Mass_0021_2, m. 11, b. 3.0
G# in CRIM_Mass_0021_3, m. 7, b. 4.0
G# in CRIM_Mass_0021_3, m. 14, b. 3.0
G# in CRIM_Mass_0021_3, m. 21, b. 3.0
G# in CRIM_Mass_0021_3, m. 25, b. 2.0
G# in CRIM_Mass_0021_3, m. 27, b. 3.0
G# in CRIM_Mass_0021_3, m. 62, b. 1.0
G# in CRIM_Mass_0021_3, m. 64, b. 4.0
G# in CRIM_Mass_0021_3, m. 78, b. 3.5
G# in CRIM_Mass_0021_3, m. 78, b. 4.0
G# in CRIM_Mass_0021_3, m. 81, b. 1.0
G# in CRIM_Mass_0021_3, m. 123, b. 3.5
G# in CRIM_Mass_0021_3, m. 123, b. 4.0
G# in CRIM_Mass_0021_3, m. 148, b. 1.0
G# in CRIM_Mass_0021_3, m. 150, b. 2.0
G# in CRIM_Mass_0021_3, m. 150, b. 3.5
G# in CRIM_Mass_0021_3, m. 152, b. 1.0
G# in CRIM_Mass_0021_3, m. 152, b. 2.0
G# in CRIM_Mass_0021_3, m. 154, b. 1.5
G# in CRIM_Mass_0021_3, m. 154, b. 2.0
G# in CRIM_Mass_0021_3, m. 156, b. 3.5
G# in CRIM_Mass_0021_3, m. 156, b. 4.0
G# in CRIM_Mass_0021_3, m. 178, b. 3.0
G# in CRIM_Mass_0021_3, m. 194, b. 1.0
G# in CRIM_Mass_0021_3, m. 63, b. 2.0
G# in CRIM_Mass_0021_3, m. 152, b. 4.0
G# in CRIM_Mass_0021_3, m. 174, b. 2.5
G# in CRIM_Mass_0021_3, m. 192, b. 4.0
G# in CRIM_Mass_0021_3, m. 192, b. 4.5
G# in CRIM_Mass_0021_3, m. 195, b. 1.0
G# in CRIM_Mass_0021_3, m. 60, b. 4.0
G# in CRIM_Mass_0021_3, m. 67, b. 4.0
G# in CRIM_Mass_0021_3, m. 100, b. 3.0
G# in CRIM_Mass_0021_3, m. 101, b. 1.0
G# in CRIM_Mass_0021_3, m. 167, b. 4.0
G# in CRIM_Mass_0021_3, m. 173, b. 3.5
G# in CRIM_Mass_0021_3, m. 173, b. 4.0
G# in CRIM_Mass_0021_3, m. 24, b. 2.0
G# in CRIM_Mass_0021_3, m. 26, b. 1.0
G# in CRIM_Mass_0021_3, m. 28, b. 3.0
G# in CRIM_Mass_0021_3, m. 153, b. 2.0
G# in CRIM_Mass_0021_4, m. 26, b. 1.5
G# in CRIM_Mass_0021_4, m. 26, b. 2.0
G# in CRIM_Mass_0021_4, m. 27, b. 1.0
G# in CRIM_Mass_0021_4, m. 36, b. 3.5
G# in CRIM_Mass_0021_4, m. 36, b. 4.0
G# in CRIM_Mass_0021_4, m. 51, b. 1.0
G# in CRIM_Mass_0021_4, m. 54, b. 2.0
G# in CRIM_Mass_0021_4, m. 60, b. 2.0
G# in CRIM_Mass_0021_4, m. 68, b. 1.0
G# in CRIM_Mass_0021_4, m. 10, b. 4.0
G# in CRIM_Mass_0021_4, m. 67, b. 1.0
G# in CRIM_Mass_0021_5, m. 11, b. 3.5
G# in CRIM_Mass_0021_5, m. 11, b. 4.0
G# in CRIM_Mass_0021_5, m. 27, b. 1.0
G# in CRIM_Mass_0023_1, m. 20, b. 4.0
G# in CRIM_Mass_0023_1, m. 42, b. 1.0
G# in CRIM_Mass_0023_1, m. 43, b. 1.0
G# in CRIM_Mass_0023_1, m. 54, b. 4.0
G# in CRIM_Mass_0023_1, m. 27, b. 4.0
G# in CRIM_Mass_0023_1, m. 30, b. 2.0
G# in CRIM_Mass_0023_1, m. 8, b. 4.0
G# in CRIM_Mass_0023_1, m. 30, b. 4.0
G# in CRIM_Mass_0023_1, m. 32, b. 2.0
G# in CRIM_Mass_0023_2, m. 6, b. 4.0
G# in CRIM_Mass_0023_2, m. 8, b. 3.0
G# in CRIM_Mass_0023_2, m. 25, b. 2.0
G# in CRIM_Mass_0023_2, m. 47, b. 2.0
G# in CRIM_Mass_0023_2, m. 50, b. 3.5
G# in CRIM_Mass_0023_2, m. 50, b. 4.0
G# in CRIM_Mass_0023_2, m. 57, b. 3.5
G# in CRIM_Mass_0023_2, m. 57, b. 4.0
G# in CRIM_Mass_0023_2, m. 68, b. 1.0
G# in CRIM_Mass_0023_2, m. 68, b. 2.0
G# in CRIM_Mass_0023_2, m. 32, b. 3.5
G# in CRIM_Mass_0023_2, m. 32, b. 4.0
G# in CRIM_Mass_0023_2, m. 38, b. 1.0
G# in CRIM_Mass_0023_2, m. 60, b. 4.0
G# in CRIM_Mass_0023_2, m. 62, b. 4.0
G# in CRIM_Mass_0023_2, m. 67, b. 3.0
G# in CRIM_Mass_0023_2, m. 69, b. 2.0
G# in CRIM_Mass_0023_2, m. 10, b. 4.0
G# in CRIM_Mass_0023_2, m. 37, b. 2.0
G# in CRIM_Mass_0023_3, m. 10, b. 4.0
G# in CRIM_Mass_0023_3, m. 28, b. 3.5
G# in CRIM_Mass_0023_3, m. 28, b. 4.0
G# in CRIM_Mass_0023_3, m. 40, b. 1.5
G# in CRIM_Mass_0023_3, m. 40, b. 2.0
G# in CRIM_Mass_0023_3, m. 42, b. 3.5
G# in CRIM_Mass_0023_3, m. 42, b. 4.0
G# in CRIM_Mass_0023_3, m. 49, b. 3.0
G# in CRIM_Mass_0023_3, m. 49, b. 4.0
G# in CRIM_Mass_0023_3, m. 64, b. 2.0
G# in CRIM_Mass_0023_3, m. 67, b. 4.0
G# in CRIM_Mass_0023_3, m. 77, b. 2.0
G# in CRIM_Mass_0023_3, m. 79, b. 4.0
G# in CRIM_Mass_0023_3, m. 91, b. 3.5
G# in CRIM_Mass_0023_3, m. 91, b. 4.0
G# in CRIM_Mass_0023_3, m. 107, b. 2.0
G# in CRIM_Mass_0023_3, m. 119, b. 4.0
G# in CRIM_Mass_0023_3, m. 120, b. 4.0
G# in CRIM_Mass_0023_3, m. 123, b. 2.0
G# in CRIM_Mass_0023_3, m. 132, b. 1.0
G# in CRIM_Mass_0023_3, m. 132, b. 4.0
G# in CRIM_Mass_0023_3, m. 2, b. 3.5
G# in CRIM_Mass_0023_3, m. 2, b. 4.0
G# in CRIM_Mass_0023_3, m. 5, b. 4.0
G# in CRIM_Mass_0023_3, m. 61, b. 3.0
G# in CRIM_Mass_0023_3, m. 72, b. 1.5
G# in CRIM_Mass_0023_3, m. 72, b. 2.0
G# in CRIM_Mass_0023_3, m. 121, b. 3.0
G# in CRIM_Mass_0023_3, m. 139, b. 4.0
G# in CRIM_Mass_0023_3, m. 96, b. 4.0
G# in CRIM_Mass_0023_3, m. 7, b. 4.0
G# in CRIM_Mass_0023_3, m. 30, b. 2.0
G# in CRIM_Mass_0023_3, m. 41, b. 2.0
G# in CRIM_Mass_0023_3, m. 75, b. 4.0
G# in CRIM_Mass_0023_3, m. 6, b. 4.0
G# in CRIM_Mass_0023_3, m. 39, b. 2.0
G# in CRIM_Mass_0023_3, m. 122, b. 2.0
G# in CRIM_Mass_0023_4, m. 17, b. 1.0
G# in CRIM_Mass_0023_4, m. 19, b. 4.0
G# in CRIM_Mass_0023_4, m. 21, b. 1.0
G# in CRIM_Mass_0023_4, m. 33, b. 2.0
G# in CRIM_Mass_0023_4, m. 33, b. 3.0
G# in CRIM_Mass_0023_4, m. 14, b. 3.0
G# in CRIM_Mass_0023_4, m. 14, b. 4.0
G# in CRIM_Mass_0023_4, m. 40, b. 2.0
G# in CRIM_Mass_0023_4, m. 52, b. 4.0
G# in CRIM_Mass_0023_5, m. 6, b. 3.0
G# in CRIM_Mass_0023_5, m. 26, b. 1.0
G# in CRIM_Mass_0023_5, m. 27, b. 1.0
G# in CRIM_Mass_0023_5, m. 27, b. 4.0
G# in CRIM_Mass_0023_5, m. 38, b. 4.0
G# in CRIM_Mass_0023_5, m. 23, b. 1.0
G# in CRIM_Mass_0023_5, m. 23, b. 4.0
G# in CRIM_Mass_0023_5, m. 41, b. 3.0
G# in CRIM_Mass_0024_1, m. 70, b. 4.0
G# in CRIM_Mass_0024_1, m. 72, b. 3.0
G# in CRIM_Mass_0024_1, m. 60, b. 3.5
G# in CRIM_Mass_0024_1, m. 60, b. 4.0
G# in CRIM_Mass_0024_1, m. 90, b. 2.0
G# in CRIM_Mass_0024_2, m. 40, b. 4.0
G# in CRIM_Mass_0024_2, m. 125, b. 2.0
G# in CRIM_Mass_0024_3, m. 179, b. 4.0
G# in CRIM_Mass_0024_3, m. 24, b. 2.0
G# in CRIM_Mass_0024_4, m. 37, b. 4.0
G# in CRIM_Mass_0024_4, m. 34, b. 4.0
G# in CRIM_Mass_0024_4, m. 32, b. 2.0
D# in CRIM_Mass_0024_5, m. 30, b. 2.0
D# in CRIM_Mass_0024_5, m. 6, b. 2.0
G# in CRIM_Mass_0026_1, m. 5, b. 2.0
G# in CRIM_Mass_0026_1, m. 14, b. 2.0
G# in CRIM_Mass_0026_1, m. 42, b. 2.0
G# in CRIM_Mass_0026_1, m. 63, b. 4.0
G# in CRIM_Mass_0026_1, m. 75, b. 4.0
G# in CRIM_Mass_0026_1, m. 87, b. 4.0
G# in CRIM_Mass_0026_1, m. 91, b. 2.0
G# in CRIM_Mass_0026_1, m. 20, b. 3.5
G# in CRIM_Mass_0026_1, m. 20, b. 4.0
G# in CRIM_Mass_0026_1, m. 33, b. 1.0
G# in CRIM_Mass_0026_1, m. 33, b. 4.0
G# in CRIM_Mass_0026_1, m. 53, b. 4.0
G# in CRIM_Mass_0026_1, m. 89, b. 4.5
G# in CRIM_Mass_0026_1, m. 95, b. 2.0
G# in CRIM_Mass_0026_1, m. 95, b. 3.0
G# in CRIM_Mass_0026_1, m. 19, b. 2.0
G# in CRIM_Mass_0026_1, m. 34, b. 1.0
G# in CRIM_Mass_0026_1, m. 34, b. 2.0
G# in CRIM_Mass_0026_1, m. 35, b. 2.0
G# in CRIM_Mass_0026_1, m. 35, b. 3.0
G# in CRIM_Mass_0026_1, m. 94, b. 2.0
G# in CRIM_Mass_0026_1, m. 94, b. 3.0
G# in CRIM_Mass_0026_1, m. 32, b. 4.0
G# in CRIM_Mass_0026_1, m. 72, b. 2.0
G# in CRIM_Mass_0026_1, m. 80, b. 4.0
G# in CRIM_Mass_0026_1, m. 92, b. 4.0
G# in CRIM_Mass_0026_1, m. 20, b. 4.0
G# in CRIM_Mass_0026_1, m. 63, b. 1.0
G# in CRIM_Mass_0026_2, m. 11, b. 2.0
G# in CRIM_Mass_0026_2, m. 47, b. 1.0
G# in CRIM_Mass_0026_2, m. 61, b. 4.0
G# in CRIM_Mass_0026_2, m. 83, b. 2.0
G# in CRIM_Mass_0026_2, m. 96, b. 3.0
G# in CRIM_Mass_0026_2, m. 103, b. 1.0
G# in CRIM_Mass_0026_2, m. 103, b. 3.0
G# in CRIM_Mass_0026_2, m. 108, b. 3.0
G# in CRIM_Mass_0026_2, m. 115, b. 2.0
G# in CRIM_Mass_0026_2, m. 120, b. 4.0
G# in CRIM_Mass_0026_2, m. 127, b. 2.0
G# in CRIM_Mass_0026_2, m. 127, b. 3.0
G# in CRIM_Mass_0026_2, m. 47, b. 2.0
G# in CRIM_Mass_0026_2, m. 47, b. 4.0
G# in CRIM_Mass_0026_2, m. 66, b. 1.0
G# in CRIM_Mass_0026_2, m. 76, b. 2.0
G# in CRIM_Mass_0026_2, m. 16, b. 3.5
G# in CRIM_Mass_0026_2, m. 16, b. 4.0
G# in CRIM_Mass_0026_2, m. 60, b. 4.5
G# in CRIM_Mass_0026_2, m. 80, b. 2.0
G# in CRIM_Mass_0026_2, m. 112, b. 1.0
G# in CRIM_Mass_0026_2, m. 16, b. 4.0
G# in CRIM_Mass_0026_3, m. 25, b. 2.0
G# in CRIM_Mass_0026_3, m. 56, b. 2.0
G# in CRIM_Mass_0026_3, m. 59, b. 2.0
G# in CRIM_Mass_0026_3, m. 64, b. 3.0
G# in CRIM_Mass_0026_3, m. 111, b. 2.0
G# in CRIM_Mass_0026_3, m. 146, b. 4.0
G# in CRIM_Mass_0026_3, m. 186, b. 3.0
G# in CRIM_Mass_0026_3, m. 193, b. 3.5
G# in CRIM_Mass_0026_3, m. 202, b. 4.0
G# in CRIM_Mass_0026_3, m. 204, b. 2.0
G# in CRIM_Mass_0026_3, m. 32, b. 2.0
G# in CRIM_Mass_0026_3, m. 82, b. 1.0
G# in CRIM_Mass_0026_3, m. 142, b. 4.0
G# in CRIM_Mass_0026_3, m. 163, b. 1.0
G# in CRIM_Mass_0026_3, m. 163, b. 2.0
G# in CRIM_Mass_0026_3, m. 163, b. 3.0
G# in CRIM_Mass_0026_3, m. 214, b. 2.0
G# in CRIM_Mass_0026_3, m. 214, b. 3.0
G# in CRIM_Mass_0026_3, m. 80, b. 3.0
G# in CRIM_Mass_0026_3, m. 151, b. 3.0
G# in CRIM_Mass_0026_3, m. 152, b. 2.0
G# in CRIM_Mass_0026_3, m. 153, b. 2.0
G# in CRIM_Mass_0026_3, m. 201, b. 2.5
G# in CRIM_Mass_0026_3, m. 16, b. 4.0
G# in CRIM_Mass_0026_3, m. 74, b. 3.0
G# in CRIM_Mass_0026_3, m. 89, b. 4.0
G# in CRIM_Mass_0026_3, m. 106, b. 4.0
G# in CRIM_Mass_0026_5, m. 31, b. 2.0
G# in CRIM_Mass_0026_5, m. 40, b. 2.0
G# in CRIM_Mass_0026_5, m. 85, b. 2.0
G# in CRIM_Mass_0026_5, m. 85, b. 3.0
G# in CRIM_Mass_0026_5, m. 99, b. 2.0
G# in CRIM_Mass_0026_5, m. 99, b. 3.0
G# in CRIM_Mass_0026_5, m. 71, b. 4.0
G# in CRIM_Mass_0026_5, m. 5, b. 3.0
G# in CRIM_Mass_0026_5, m. 45, b. 2.0
G# in CRIM_Mass_0026_5, m. 45, b. 3.0
G# in CRIM_Mass_0026_5, m. 88, b. 4.0
G# in CRIM_Mass_0026_5, m. 44, b. 1.0
G# in CRIM_Mass_0026_5, m. 79, b. 4.0
G# in CRIM_Mass_0026_5, m. 87, b. 1.0
G# in CRIM_Mass_0026_5, m. 67, b. 2.0
A# in CRIM_Mass_0027_4, m. 23, b. 4.0
G# in CRIM_Mass_0028_1, m. 32, b. 1.5
G# in CRIM_Mass_0028_1, m. 32, b. 2.0
G# in CRIM_Mass_0028_3, m. 204, b. 4.0
G# in CRIM_Mass_0028_3, m. 136, b. 3.5
G# in CRIM_Mass_0028_3, m. 136, b. 4.0
G# in CRIM_Mass_0028_3, m. 206, b. 3.5
G# in CRIM_Mass_0028_3, m. 206, b. 4.0
G# in CRIM_Mass_0028_3, m. 138, b. 4.0
G# in CRIM_Mass_0028_5, m. 23, b. 3.5
G# in CRIM_Mass_0028_5, m. 23, b. 4.0
G# in CRIM_Mass_0029_2, m. 118, b. 2.0
G# in CRIM_Mass_0029_4, m. 46, b. 2.0
G# in CRIM_Mass_0030_3, m. 60, b. 4.0
G# in CRIM_Mass_0030_3, m. 176, b. 2.0
G# in CRIM_Mass_0030_5, m. 105, b. 2.0
G# in CRIM_Mass_0030_5, m. 78, b. 4.0
G# in CRIM_Mass_0033_1, m. 5, b. 4.0
G# in CRIM_Mass_0033_1, m. 27, b. 2.0
G# in CRIM_Mass_0033_1, m. 28, b. 4.0
G# in CRIM_Mass_0033_1, m. 33, b. 2.0
G# in CRIM_Mass_0033_1, m. 40, b. 3.5
G# in CRIM_Mass_0033_1, m. 40, b. 4.0
G# in CRIM_Mass_0033_1, m. 52, b. 2.0
G# in CRIM_Mass_0033_1, m. 56, b. 2.0
G# in CRIM_Mass_0033_1, m. 56, b. 4.5
G# in CRIM_Mass_0033_1, m. 60, b. 2.0
G# in CRIM_Mass_0033_1, m. 11, b. 4.0
G# in CRIM_Mass_0033_1, m. 65, b. 2.0
G# in CRIM_Mass_0033_2, m. 6, b. 2.0
G# in CRIM_Mass_0033_2, m. 17, b. 4.0
G# in CRIM_Mass_0033_2, m. 29, b. 3.0
G# in CRIM_Mass_0033_2, m. 30, b. 1.0
G# in CRIM_Mass_0033_2, m. 46, b. 2.0
G# in CRIM_Mass_0033_2, m. 81, b. 1.5
G# in CRIM_Mass_0033_2, m. 81, b. 2.0
G# in CRIM_Mass_0033_2, m. 4, b. 4.0
G# in CRIM_Mass_0033_3, m. 5, b. 4.0
G# in CRIM_Mass_0033_3, m. 47, b. 2.0
G# in CRIM_Mass_0033_3, m. 10, b. 2.0
G# in CRIM_Mass_0033_3, m. 18, b. 3.0
G# in CRIM_Mass_0033_5, m. 11, b. 2.0
B# in CRIM_Mass_0036_3, m. 166, b. 1.0
B# in CRIM_Mass_0036_3, m. 166, b. 2.0
G# in CRIM_Mass_0038_1, m. 26, b. 4.0
G# in CRIM_Mass_0038_1, m. 57, b. 2.0
G# in CRIM_Mass_0038_1, m. 71, b. 4.0
G# in CRIM_Mass_0038_1, m. 75, b. 4.0
G# in CRIM_Mass_0038_1, m. 5, b. 4.0
G# in CRIM_Mass_0038_1, m. 22, b. 4.0
G# in CRIM_Mass_0038_1, m. 41, b. 2.0
G# in CRIM_Mass_0038_1, m. 41, b. 3.0
G# in CRIM_Mass_0038_1, m. 55, b. 2.0
G# in CRIM_Mass_0038_2, m. 20, b. 4.0
G# in CRIM_Mass_0038_2, m. 106, b. 2.0
G# in CRIM_Mass_0038_2, m. 106, b. 3.0
G# in CRIM_Mass_0038_2, m. 106, b. 4.0
G# in CRIM_Mass_0038_2, m. 101, b. 2.0
G# in CRIM_Mass_0038_2, m. 99, b. 2.0
G# in CRIM_Mass_0038_3, m. 16, b. 4.0
G# in CRIM_Mass_0038_3, m. 36, b. 4.0
G# in CRIM_Mass_0038_3, m. 90, b. 3.0
G# in CRIM_Mass_0038_3, m. 96, b. 3.0
G# in CRIM_Mass_0038_3, m. 60, b. 4.0
G# in CRIM_Mass_0038_3, m. 109, b. 4.0
G# in CRIM_Mass_0038_3, m. 122, b. 2.0
G# in CRIM_Mass_0038_3, m. 132, b. 4.0
G# in CRIM_Mass_0038_3, m. 140, b. 4.0
G# in CRIM_Mass_0038_4, m. 16, b. 4.0
G# in CRIM_Mass_0038_4, m. 36, b. 4.0
G# in CRIM_Mass_0038_4, m. 90, b. 3.0
G# in CRIM_Mass_0038_4, m. 96, b. 3.0
G# in CRIM_Mass_0038_4, m. 60, b. 4.0
G# in CRIM_Mass_0038_4, m. 109, b. 4.0
G# in CRIM_Mass_0038_4, m. 122, b. 2.0
G# in CRIM_Mass_0038_4, m. 132, b. 4.0
G# in CRIM_Mass_0038_4, m. 140, b. 4.0
G# in CRIM_Mass_0038_5, m. 45, b. 1.0
G# in CRIM_Mass_0038_5, m. 13, b. 4.0
G# in CRIM_Mass_0038_5, m. 17, b. 4.0
G# in CRIM_Mass_0038_5, m. 23, b. 4.0
G# in CRIM_Mass_0038_5, m. 39, b. 4.0
G# in CRIM_Mass_0038_5, m. 37, b. 4.0
G# in CRIM_Mass_0038_5, m. 25, b. 2.0
G# in CRIM_Mass_0039_1, m. 24, b. 2.5
G# in CRIM_Mass_0039_1, m. 67, b. 2.5
G# in CRIM_Mass_0039_1, m. 9, b. 2.5
G# in CRIM_Mass_0039_1, m. 15, b. 2.5
G# in CRIM_Mass_0039_1, m. 33, b. 2.5
G# in CRIM_Mass_0039_1, m. 58, b. 2.5
G# in CRIM_Mass_0039_1, m. 23, b. 2.5
G# in CRIM_Mass_0039_2, m. 92, b. 1.0
G# in CRIM_Mass_0039_2, m. 115, b. 1.5
G# in CRIM_Mass_0039_2, m. 5, b. 1.5
G# in CRIM_Mass_0039_2, m. 16, b. 2.5
G# in CRIM_Mass_0039_2, m. 27, b. 1.5
G# in CRIM_Mass_0039_2, m. 48, b. 1.5
G# in CRIM_Mass_0039_2, m. 60, b. 1.0
G# in CRIM_Mass_0039_2, m. 71, b. 2.0
G# in CRIM_Mass_0039_2, m. 72, b. 1.5
G# in CRIM_Mass_0039_2, m. 75, b. 2.0
G# in CRIM_Mass_0039_2, m. 94, b. 2.5
G# in CRIM_Mass_0039_2, m. 113, b. 1.5
G# in CRIM_Mass_0039_2, m. 101, b. 1.25
G# in CRIM_Mass_0039_2, m. 101, b. 1.5
G# in CRIM_Mass_0039_2, m. 117, b. 2.5
G# in CRIM_Mass_0039_2, m. 8, b. 1.5
G# in CRIM_Mass_0039_2, m. 65, b. 1.0
G# in CRIM_Mass_0039_2, m. 125, b. 2.5
G# in CRIM_Mass_0039_2, m. 9, b. 1.0
G# in CRIM_Mass_0039_2, m. 70, b. 1.5
G# in CRIM_Mass_0039_2, m. 74, b. 1.0
G# in CRIM_Mass_0039_3, m. 42, b. 1.0
G# in CRIM_Mass_0039_3, m. 51, b. 2.5
G# in CRIM_Mass_0039_3, m. 191, b. 2.5
G# in CRIM_Mass_0039_3, m. 8, b. 1.5
G# in CRIM_Mass_0039_3, m. 13, b. 2.5
G# in CRIM_Mass_0039_3, m. 25, b. 2.5
G# in CRIM_Mass_0039_3, m. 40, b. 1.5
G# in CRIM_Mass_0039_3, m. 49, b. 2.5
G# in CRIM_Mass_0039_3, m. 90, b. 1.0
G# in CRIM_Mass_0039_3, m. 96, b. 1.5
G# in CRIM_Mass_0039_3, m. 109, b. 2.5
G# in CRIM_Mass_0039_3, m. 150, b. 2.5
G# in CRIM_Mass_0039_3, m. 192, b. 2.5
G# in CRIM_Mass_0039_3, m. 198, b. 2.5
G# in CRIM_Mass_0039_3, m. 20, b. 2.5
G# in CRIM_Mass_0039_3, m. 68, b. 1.5
G# in CRIM_Mass_0039_3, m. 152, b. 1.5
G# in CRIM_Mass_0039_3, m. 194, b. 1.5
G# in CRIM_Mass_0039_3, m. 26, b. 2.5
G# in CRIM_Mass_0039_3, m. 64, b. 1.5
G# in CRIM_Mass_0039_3, m. 86, b. 1.0
G# in CRIM_Mass_0039_4, m. 57, b. 2.5
G# in CRIM_Mass_0039_4, m. 11, b. 2.5
G# in CRIM_Mass_0039_4, m. 51, b. 1.0
G# in CRIM_Mass_0039_4, m. 80, b. 2.5
G# in CRIM_Mass_0039_4, m. 91, b. 2.5
G# in CRIM_Mass_0039_4, m. 105, b. 2.5
G# in CRIM_Mass_0039_4, m. 22, b. 2.5
G# in CRIM_Mass_0039_4, m. 44, b. 2.5
G# in CRIM_Mass_0039_4, m. 23, b. 2.5
G# in CRIM_Mass_0039_5, m. 24, b. 1.0
G# in CRIM_Mass_0039_5, m. 24, b. 2.5
G# in CRIM_Mass_0039_5, m. 37, b. 2.5
G# in CRIM_Mass_0039_5, m. 35, b. 2.5
B# in CRIM_Mass_0039_5, m. 4, b. 2.75
G# in CRIM_Mass_0039_5, m. 33, b. 1.25
G# in CRIM_Mass_0039_5, m. 33, b. 1.5
G# in CRIM_Mass_0042_3, m. 24, b. 4.0
G# in CRIM_Mass_0042_3, m. 60, b. 1.0
G# in CRIM_Mass_0042_4, m. 54, b. 3.0
G# in CRIM_Mass_0043_2, m. 32, b. 4.0
G# in CRIM_Mass_0043_2, m. 145, b. 2.0
G# in CRIM_Mass_0043_2, m. 145, b. 2.5
G# in CRIM_Mass_0043_2, m. 157, b. 2.0
